time,electricity_rate,indoor_temp,outdoor_temp,sleep_type
2024-12-05 02:05:00+00:00,17.871000289916992,19.8125,10.019999504089355,core
2024-12-05 02:25:00+00:00,18.059999465942383,19.8125,10.1899995803833,deep
2024-12-05 04:07:00+00:00,17.871000289916992,19.875,10.630000114440918,REM
2024-12-05 04:13:00+00:00,18.059999465942383,19.875,10.619999885559082,core
2024-12-05 04:24:00+00:00,18.059999465942383,19.9375,10.619999885559082,REM
2024-12-05 05:55:00+00:00,19.46700096130371,20.0,11.029999732971191,REM
2024-12-05 06:01:00+00:00,18.479999542236328,20.0,11.029999732971191,core
2024-12-05 06:04:00+00:00,18.479999542236328,20.0,11.029999732971191,REM
2024-12-05 06:23:00+00:00,19.46700096130371,20.0,11.239999771118164,awake
2024-12-05 06:24:00+00:00,17.871000289916992,20.0,11.40000057220459,core
2024-12-05 07:12:00+00:00,18.059999465942383,20.0625,11.989999771118164,awake
2024-12-05 07:13:00+00:00,18.059999465942383,20.0625,11.989999771118164,core
2024-12-05 07:38:00+00:00,18.059999465942383,20.125,12.279999732971191,asleep
2024-12-05 07:43:00+00:00,18.059999465942383,20.125,12.25999927520752,awake
2024-12-05 08:49:00+00:00,18.479999542236328,20.1875,13.119999885559082,awake
2024-12-05 08:50:00+00:00,18.059999465942383,20.1875,13.119999885559082,asleep
2024-12-05 08:52:00+00:00,18.059999465942383,20.1875,13.049999237060549,awake
2024-12-05 08:53:00+00:00,18.479999542236328,20.1875,13.049999237060549,asleep
2024-12-05 08:55:00+00:00,18.479999542236328,20.1875,13.049999237060549,asleep
2024-12-06 01:48:00+00:00,16.3799991607666,16.0625,9.269999504089355,core
2024-12-06 01:51:00+00:00,15.960000038146973,16.0,9.260000228881836,awake
2024-12-06 01:51:00+00:00,15.960000038146973,16.0,9.260000228881836,core
2024-12-06 02:10:00+00:00,15.960000038146973,15.875,9.130000114440918,awake
2024-12-06 02:11:00+00:00,16.36949920654297,15.875,9.130000114440918,core
2024-12-06 02:34:00+00:00,15.960000038146973,15.5625,8.920000076293945,deep
2024-12-06 02:37:00+00:00,16.36949920654297,15.5625,8.920000076293945,core
2024-12-06 02:45:00+00:00,17.639999389648438,15.4375,8.720000267028809,deep
2024-12-06 03:00:00+00:00,16.36949920654297,15.3125,8.569999694824219,core
2024-12-06 03:10:00+00:00,16.36949920654297,15.1875,8.34000015258789,REM
2024-12-06 03:12:00+00:00,16.36949920654297,15.1875,8.34000015258789,core
2024-12-06 03:13:00+00:00,16.36949920654297,15.1875,8.34000015258789,REM
2024-12-06 03:30:00+00:00,16.3799991607666,15.0625,8.269999504089355,awake
2024-12-06 03:54:00+00:00,16.36949920654297,14.8125,8.0,REM
2024-12-06 04:07:00+00:00,16.36949920654297,14.75,7.980000019073486,awake
2024-12-06 04:08:00+00:00,16.36949920654297,14.75,7.980000019073486,core
2024-12-06 04:31:00+00:00,16.36949920654297,14.5625,7.730000019073486,deep
2024-12-06 04:54:00+00:00,16.36949920654297,14.3125,7.579999923706055,core
2024-12-06 04:55:00+00:00,16.36949920654297,14.3125,7.579999923706055,awake
2024-12-06 04:55:00+00:00,16.36949920654297,14.3125,7.579999923706055,core
2024-12-06 05:08:00+00:00,16.36949920654297,14.3125,7.480000019073486,REM
2024-12-06 05:14:00+00:00,16.36949920654297,14.25,7.460000038146973,core
2024-12-06 06:08:00+00:00,16.36949920654297,13.875,7.049999713897705,REM
2024-12-06 06:11:00+00:00,16.36949920654297,13.8125,7.049999713897705,core
2024-12-06 06:33:00+00:00,16.36949920654297,13.625,7.0,REM
2024-12-06 06:34:00+00:00,15.960000038146973,13.625,7.0,core
2024-12-06 06:36:00+00:00,16.36949920654297,13.625,7.0,REM
2024-12-06 06:58:00+00:00,16.36949920654297,13.5,6.730000019073486,core
2024-12-06 08:09:00+00:00,16.36949920654297,13.125,6.239999771118164,awake
2024-12-06 08:09:00+00:00,16.36949920654297,13.125,6.239999771118164,core
2024-12-06 08:42:00+00:00,16.36949920654297,13.0625,6.309999942779541,awake
2024-12-06 08:44:00+00:00,16.36949920654297,13.0625,6.349999904632568,core
2024-12-06 08:53:00+00:00,16.3799991607666,12.9375,6.349999904632568,awake
2024-12-06 08:54:00+00:00,16.36949920654297,13.0,6.349999904632568,core
2024-12-06 09:55:00+00:00,16.36949920654297,13.0625,7.25,awake
2024-12-07 02:05:00+00:00,1.6799999475479126,16.75,12.06999969482422,core
2024-12-07 02:07:00+00:00,1.6799999475479126,16.625,12.100000381469728,awake
2024-12-07 02:10:00+00:00,8.284500122070312,16.625,12.100000381469728,core
2024-12-07 02:52:00+00:00,0.4199999868869781,15.875,11.670000076293944,core
2024-12-07 02:59:00+00:00,1.6799999475479126,15.75,11.579999923706056,deep
2024-12-07 03:47:00+00:00,1.6799999475479126,15.25,11.149999618530272,REM
2024-12-07 04:04:00+00:00,1.6799999475479126,15.25,11.059999465942385,core
2024-12-07 04:27:00+00:00,2.5199999809265137,15.0,10.889999389648438,deep
2024-12-07 04:33:00+00:00,0.4199999868869781,15.0625,10.84000015258789,core
2024-12-07 05:12:00+00:00,1.6799999475479126,14.5,10.219999313354492,deep
2024-12-07 05:13:00+00:00,1.6799999475479126,14.5,10.219999313354492,core
2024-12-07 05:26:00+00:00,1.6799999475479126,14.6875,10.050000190734863,REM
2024-12-07 05:51:00+00:00,0.4199999868869781,14.25,9.729999542236328,awake
2024-12-07 05:53:00+00:00,0.4199999868869781,14.25,9.729999542236328,core
2024-12-07 07:29:00+00:00,1.6064999103546145,13.6875,9.109999656677246,asleep
2024-12-07 07:38:00+00:00,0.4199999868869781,13.625,9.119999885559082,asleep
2024-12-07 08:28:00+00:00,2.5199999809265137,13.3125,8.229999542236328,awake
2024-12-07 08:29:00+00:00,1.6799999475479126,13.3125,8.229999542236328,asleep
2024-12-07 08:50:00+00:00,1.6064999103546145,13.0625,7.589999675750732,awake
2024-12-07 08:51:00+00:00,1.6799999475479126,13.0,7.589999675750732,asleep
2024-12-07 08:57:00+00:00,1.6799999475479126,12.875,7.589999675750732,awake
2024-12-07 09:03:00+00:00,1.6799999475479126,12.8125,7.46999979019165,asleep
2024-12-08 00:27:00+00:00,9.597000122070312,17.9375,6.319999694824219,core
2024-12-08 00:33:00+00:00,6.636000156402588,17.9375,6.46999979019165,awake
2024-12-08 00:35:00+00:00,6.730499744415283,17.9375,6.46999979019165,core
2024-12-08 00:49:00+00:00,8.211000442504883,18.0,6.46999979019165,deep
2024-12-08 01:25:00+00:00,9.597000122070312,18.0625,6.869999885559082,core
2024-12-08 02:36:00+00:00,10.079999923706056,18.25,7.259999752044678,deep
2024-12-08 02:47:00+00:00,10.604999542236328,18.25,7.259999752044678,core
2024-12-08 03:05:00+00:00,6.636000156402588,18.25,7.149999618530273,REM
2024-12-08 03:32:00+00:00,10.079999923706056,18.3125,7.149999618530273,core
2024-12-08 04:32:00+00:00,10.604999542236328,18.375,7.569999694824219,REM
2024-12-08 04:40:00+00:00,10.604999542236328,18.4375,7.619999885559082,core
2024-12-08 05:56:00+00:00,10.079999923706056,18.5625,6.980000019073486,deep
2024-12-08 06:37:00+00:00,6.636000156402588,18.625,6.87999963760376,REM
2024-12-08 06:53:00+00:00,6.636000156402588,18.5625,6.900000095367432,awake
2024-12-08 06:54:00+00:00,10.079999923706056,18.625,6.929999828338623,core
2024-12-08 06:55:00+00:00,6.636000156402588,18.625,6.929999828338623,REM
2024-12-08 07:23:00+00:00,6.636000156402588,18.625,7.029999732971191,core
2024-12-08 07:26:00+00:00,10.079999923706056,18.625,7.029999732971191,core
2024-12-08 08:43:00+00:00,10.604999542236328,18.625,6.349999904632568,REM
2024-12-08 09:12:00+00:00,10.604999542236328,18.625,6.309999942779541,core
2024-12-08 09:57:00+00:00,10.079999923706056,18.6875,6.480000019073486,awake
2024-12-08 09:58:00+00:00,10.604999542236328,18.6875,6.480000019073486,core
2024-12-09 01:20:00+00:00,4.557000160217285,19.5,7.579999923706055,core
2024-12-09 01:30:00+00:00,2.698499917984009,19.5,7.619999885559082,core
2024-12-09 01:45:00+00:00,2.698499917984009,19.5625,7.619999885559082,deep
2024-12-09 02:19:00+00:00,2.698499917984009,19.375,7.779999732971191,core
2024-12-09 02:43:00+00:00,4.200000286102295,19.25,7.700000286102295,deep
2024-12-09 02:44:00+00:00,4.557000160217285,19.25,7.679999828338623,core
2024-12-09 03:03:00+00:00,4.200000286102295,19.25,7.700000286102295,REM
2024-12-09 03:05:00+00:00,2.698499917984009,19.25,7.700000286102295,core
2024-12-09 03:08:00+00:00,4.200000286102295,19.1875,7.700000286102295,REM
2024-12-09 03:10:00+00:00,5.039999961853027,19.25,7.489999771118164,core
2024-12-09 03:58:00+00:00,4.200000286102295,19.1875,7.449999809265137,deep
2024-12-09 04:13:00+00:00,4.200000286102295,19.1875,7.509999752044678,core
2024-12-09 04:48:00+00:00,4.200000286102295,19.1875,7.369999885559082,REM
2024-12-09 05:25:00+00:00,4.557000160217285,19.1875,7.419999599456787,core
2024-12-09 06:51:00+00:00,2.698499917984009,19.1875,7.190000057220459,awake
2024-12-09 07:22:00+00:00,4.557000160217285,19.1875,6.889999866485596,core
2024-12-09 07:22:00+00:00,4.557000160217285,19.1875,6.889999866485596,REM
2024-12-09 07:29:00+00:00,5.039999961853027,19.1875,6.889999866485596,core
2024-12-09 08:48:00+00:00,4.557000160217285,19.1875,6.670000076293945,core
2024-12-09 08:59:00+00:00,4.557000160217285,19.1875,6.690000057220459,awake
2024-12-09 08:59:00+00:00,4.557000160217285,19.1875,6.690000057220459,core
2024-12-09 09:00:00+00:00,5.039999961853027,19.1875,6.690000057220459,REM
2024-12-09 09:04:00+00:00,2.5199999809265137,19.1875,6.690000057220459,core
2024-12-10 02:19:00+00:00,12.389999389648438,19.0,6.230000019073486,core
2024-12-10 02:33:00+00:00,14.647500038146973,19.0,6.319999694824219,deep
2024-12-10 03:09:00+00:00,12.389999389648438,19.0,6.099999904632568,core
2024-12-10 03:37:00+00:00,12.389999389648438,19.0,6.079999923706055,awake
2024-12-10 03:39:00+00:00,13.859999656677246,19.0625,6.079999923706055,core
2024-12-10 04:26:00+00:00,13.859999656677246,19.0,6.179999828338623,deep
2024-12-10 04:36:00+00:00,12.389999389648438,19.0,6.179999828338623,core
2024-12-10 05:09:00+00:00,13.859999656677246,19.0,6.019999980926514,REM
2024-12-10 05:42:00+00:00,12.389999389648438,19.0,5.929999828338623,core
2024-12-10 06:35:00+00:00,13.859999656677246,19.0,5.920000076293945,deep
2024-12-10 06:39:00+00:00,13.859999656677246,19.0,5.920000076293945,core
2024-12-10 07:03:00+00:00,12.389999389648438,19.0,6.009999752044678,REM
2024-12-10 07:16:00+00:00,14.647500038146973,19.0,5.949999809265137,core
2024-12-10 08:31:00+00:00,12.389999389648438,19.5625,6.0,core
2024-12-10 08:35:00+00:00,13.859999656677246,19.4375,6.079999923706055,REM
2024-12-10 08:57:00+00:00,12.389999389648438,19.3125,6.150000095367432,core
2024-12-10 10:11:00+00:00,13.859999656677246,19.25,6.460000038146973,core
2024-12-10 10:12:00+00:00,14.647500038146973,19.1875,6.460000038146973,awake
2024-12-10 10:12:00+00:00,14.647500038146973,19.1875,6.460000038146973,core
2024-12-11 01:48:00+00:00,18.01799964904785,19.0,6.289999961853027,deep
2024-12-11 02:04:00+00:00,18.217498779296875,19.0,6.359999656677246,core
2024-12-11 02:12:00+00:00,18.217498779296875,19.0,6.279999732971191,core
2024-12-11 02:28:00+00:00,18.217498779296875,19.0,6.200000286102295,REM
2024-12-11 02:34:00+00:00,18.217498779296875,19.0,6.200000286102295,core
2024-12-11 02:41:00+00:00,18.217498779296875,19.0,6.239999771118164,deep
2024-12-11 02:52:00+00:00,18.01799964904785,18.9375,6.239999771118164,awake
2024-12-11 03:02:00+00:00,18.217498779296875,19.0,6.239999771118164,deep
2024-12-11 03:20:00+00:00,18.217498779296875,19.0,6.190000057220459,core
2024-12-11 03:24:00+00:00,18.217498779296875,19.0,6.190000057220459,deep
2024-12-11 03:26:00+00:00,18.217498779296875,19.0,6.190000057220459,core
2024-12-11 03:40:00+00:00,18.217498779296875,19.0,6.109999656677246,awake
2024-12-11 03:42:00+00:00,18.01799964904785,19.0,6.109999656677246,core
2024-12-11 03:59:00+00:00,18.217498779296875,19.0,6.059999942779541,REM
2024-12-11 04:07:00+00:00,18.01799964904785,19.0,6.059999942779541,core
2024-12-11 04:34:00+00:00,18.01799964904785,19.0,5.929999828338623,core
2024-12-11 04:34:00+00:00,18.01799964904785,19.0,5.929999828338623,deep
2024-12-11 05:08:00+00:00,18.01799964904785,19.0625,5.739999771118164,core
2024-12-11 05:36:00+00:00,18.217498779296875,19.0625,5.739999771118164,core
2024-12-11 05:40:00+00:00,18.01799964904785,19.0625,5.739999771118164,core
2024-12-11 05:47:00+00:00,17.303998947143555,19.0,5.739999771118164,REM
2024-12-11 05:48:00+00:00,18.312000274658203,19.0,5.739999771118164,core
2024-12-11 06:01:00+00:00,18.217498779296875,19.0625,5.739999771118164,awake
2024-12-11 06:51:00+00:00,18.01799964904785,19.0,5.71999979019165,awake
2024-12-11 07:01:00+00:00,18.217498779296875,19.0,5.71999979019165,REM
2024-12-11 07:10:00+00:00,18.01799964904785,19.0,5.71999979019165,core
2024-12-11 07:16:00+00:00,18.217498779296875,19.0,5.71999979019165,REM
2024-12-11 07:18:00+00:00,18.217498779296875,19.0,5.71999979019165,core
2024-12-11 07:33:00+00:00,18.217498779296875,18.9375,5.71999979019165,REM
2024-12-11 07:46:00+00:00,18.01799964904785,19.125,5.800000190734863,core
2024-12-11 09:14:00+00:00,20.947500228881836,19.375,5.769999980926514,awake
2024-12-11 09:15:00+00:00,20.947500228881836,19.375,5.779999732971191,core
2024-12-11 09:16:00+00:00,18.312000274658203,19.375,5.779999732971191,REM
2024-12-11 09:26:00+00:00,18.01799964904785,19.4375,5.949999809265137,awake
2024-12-11 09:27:00+00:00,18.217498779296875,19.4375,5.949999809265137,core
2024-12-11 09:39:00+00:00,18.217498779296875,19.4375,6.029999732971191,asleep
2024-12-11 09:47:00+00:00,18.217498779296875,19.4375,6.029999732971191,asleep
2024-12-11 09:52:00+00:00,18.01799964904785,19.4375,6.029999732971191,awake
2024-12-11 10:53:00+00:00,18.01799964904785,19.125,6.230000019073486,awake
